Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
830,2/18/2025,,30.4,29.2,-6.6,-3,-6.6,-5.1,103
830,2/19/2025,,30.4,29.2,-10.1,-3.7,-10.7,-6.7,103
830,2/20/2025,,30.9,29.4,-5.3,-1.7,-12.6,-5.7,106
830,2/21/2025,,30.9,29.4,-15,-3,-15.2,-7.5,104
830,2/22/2025,,30.9,29.4,-9.7,-0.2,-16.7,-10.2,104
830,2/23/2025,,30.9,29.4,-2.5,1.9,-10.1,-2.9,102
830,2/24/2025,,32.2,30.2,0,1.3,-2.9,-0.1,106
830,2/25/2025,,32.2,30.2,-0.4,1.8,-1.6,0,105
830,2/26/2025,,32.8,30.3,-9.3,-0.4,-10.8,-6,104
830,2/27/2025,,32.8,30.3,-12,-0.7,-14.7,-8.1,102
830,2/28/2025,,32.8,30.3,-6.2,7.6,-12.2,-3.6,102
830,3/1/2025,,32.8,30.3,-10.2,8.1,-10.7,-3.9,101
830,3/2/2025,,32.8,33,-2.8,7,-10.8,-3.3,101
830,3/3/2025,,32.8,33,-6.9,6.6,-7.9,-1.1,100
830,3/4/2025,,32.8,33,-7.1,0.5,-8.1,-3.1,99
830,3/5/2025,,32.8,33,-5.2,-0.1,-13.4,-5.8,99
830,3/6/2025,,33,33.2,-6,-0.9,-12.8,-5.2,99
830,3/7/2025,,33,33.2,-10.6,-1.1,-10.6,-4.8,98
830,3/8/2025,,33,33.2,-13.4,-1.8,-16.5,-9.4,99
830,3/9/2025,,33.1,33.3,-10,1.7,-13.6,-6.2,97
830,3/10/2025,,33.1,33.3,-3.4,3.9,-10.5,-3,96
830,3/11/2025,,33.2,33.4,-5,2.6,-6.2,-1.5,96
830,3/12/2025,,33.2,33.4,-4.9,3.5,-7.1,-2,97
830,3/13/2025,,33.3,33.5,-0.7,1.1,-7.2,-1.7,97
830,3/14/2025,,33.7,33.9,-8.9,-0.6,-10,-5.6,100
830,3/15/2025,,33.8,34,-7.8,-5,-15.1,-8.6,100
830,3/16/2025,,34.6,34.8,-6.2,-5.1,-8.1,-6.8,111
830,3/17/2025,,36.1,35.3,-2.8,0.7,-6.2,-2.8,112
830,3/18/2025,,36.6,35.8,-7.4,-1.8,-7.4,-5,107
830,3/19/2025,,36.7,35.9,-19.2,-6.7,-19.4,-10.2,107
830,3/20/2025,,36.9,36.1,-5.5,-3.2,-21.7,-10.3,107
830,3/21/2025,,37.7,36.9,-6.4,-4.2,-7.6,-6.2,112
830,3/22/2025,,38,37.2,-3,-1.3,-6.7,-4.2,118
830,3/23/2025,,38.6,38.4,-3.6,-3,-5.8,-4,120
830,3/24/2025,,38.7,38.5,1.4,3,-3.6,-0.4,117
830,3/25/2025,,38.4,38.5,-0.2,6.3,-1.5,2.1,113
830,3/26/2025,,38.4,38.5,-0.2,10.1,-4.9,2,110
830,3/27/2025,,38.4,38.5,5.4,13.1,-2,5.6,107
830,3/28/2025,,38.4,38.5,-2.3,8.8,-2.4,4.4,106
830,3/29/2025,,38.5,38.6,-6.1,3.3,-7,-1.6,104
830,3/30/2025,,38.5,38.6,-10.1,0.5,-10.1,-4.5,104
830,3/31/2025,,38.6,38.8,-2.4,1.3,-13,-5.1,103
830,4/1/2025,,39,39.1,-7.6,-0.9,-9.8,-4.5,107
830,4/2/2025,,39.8,39.8,-16.5,-2.1,-17.3,-8.5,112
830,4/3/2025,,39.8,39.8,-14.8,-1.1,-16.6,-9,111
830,4/4/2025,,39.8,39.8,-13.9,-1.1,-16,-8.3,110
830,4/5/2025,,39.8,39.8,-13.2,0.8,-16.2,-7.3,108
830,4/6/2025,,39.8,39.8,-8.4,3.3,-14.3,-4.7,106
830,4/7/2025,,39.8,39.8,-1.7,8.1,-8.9,-0.3,104
830,4/8/2025,,39.8,39.8,0.5,6.9,-1.7,1.6,103
830,4/9/2025,,40,40.2,1.5,2.1,-1.2,0.5,104
830,4/10/2025,,40,40.2,-1.9,6.1,-2.7,1.6,101
830,4/11/2025,,39.8,40.2,2.5,12,-3.4,4.4,101
830,4/12/2025,,39.7,40.2,1.1,11.1,0.8,5.2,99
830,4/13/2025,,39.7,40.2,-6.4,3.9,-6.4,0.1,99
830,4/14/2025,,39.6,40.2,-7.9,3.5,-12.7,-4.2,97
830,4/15/2025,,39.4,40.2,0.1,6.8,-8.1,0,96
830,4/16/2025,,39.2,40.2,0.1,13.1,-3.6,4.1,94
830,4/17/2025,,39.2,40.2,-2.6,11.1,-2.6,3.5,92
830,4/18/2025,,39.2,40.2,-7.6,1.5,-9.1,-3.6,91
830,4/19/2025,,39.1,40.3,-8.4,1.3,-13.2,-5.1,90
830,4/20/2025,,39.1,40.3,-3.7,5.2,-8.5,-0.6,89
830,4/21/2025,,38.9,40.3,-2.9,5.3,-4.8,-0.1,87
830,4/22/2025,,38.7,40.3,-6.2,3.1,-6.2,-1.4,86
830,4/23/2025,,38.5,40.3,0.1,4.9,-8.4,-0.5,84
830,4/24/2025,,38.2,40.3,-4,7.7,-4,1.7,84
830,4/25/2025,,38.1,40.3,-0.5,8,-5.5,1.3,82
830,4/26/2025,,38,40.6,-0.9,9.6,-3.9,2.2,82
830,4/27/2025,,37.6,40.6,-1,9.4,-1.7,3.7,82
830,4/28/2025,,37.6,41.1,-0.9,5.4,-2.2,0.5,82
830,4/29/2025,,37.2,41.1,-1,7.4,-1,2.9,80
830,4/30/2025,,37,41.2,-1.1,7.1,-1.4,2.1,79
830,5/1/2025,,36.5,41.2,-3.7,6,-4.1,1,77
830,5/2/2025,,35.8,41.2,-1.4,10.5,-5.7,2.4,75
830,5/3/2025,,35.1,41.2,0.4,12.5,-1.9,4.8,73
830,5/4/2025,,34.5,41.4,1.3,13.9,0.4,6.3,70
830,5/5/2025,,33.7,41.4,0.4,5.7,0.1,2.6,69
830,5/6/2025,,32.8,41.4,-3,5.7,-3,1.7,67
830,5/7/2025,,32.4,41.4,2.7,7.8,-5.9,1.8,65
830,5/8/2025,,31.6,41.4,2.6,11.2,-1.6,4.7,63
830,5/9/2025,,30.8,41.4,0.8,12.7,0.5,6.1,60
830,5/10/2025,,29.8,41.4,7.3,14.8,0.2,6.9,59
830,5/11/2025,,28.8,41.4,4.7,16.3,3,9.4,56
830,5/12/2025,,27.7,41.5,3,12.6,3,7.9,55
830,5/13/2025,,27.1,41.5,-0.7,6.5,-1.5,2.5,54
830,5/14/2025,,26.8,41.7,-1.2,2.9,-3.7,-0.5,51
830,5/15/2025,,26.4,41.7,-0.3,5.1,-2.4,0.8,51
830,5/16/2025,,25.8,41.8,0.6,5.4,-3.8,0.8,50
830,5/17/2025,,25.4,41.8,-2.4,4.6,-2.7,0.9,50
830,5/18/2025,,25.2,41.9,0,3.1,-2.6,0.6,50
830,5/19/2025,,25.2,42.2,-4.8,2.2,-4.8,-1.1,50
830,5/20/2025,,24.8,42.2,-0.8,4.8,-8.4,-0.8,47
830,5/21/2025,,24.4,42.2,-3.2,5.1,-3.2,1,46
830,5/22/2025,,23.6,42.2,2.5,7.4,-5,1.8,45
830,5/23/2025,,23.3,42.3,-1.4,9.5,-1.4,4.3,44
830,5/24/2025,,22.6,42.3,-0.8,8.9,-2.4,3.4,43
830,5/25/2025,,21.4,42.3,0.7,14.6,-2.5,5.3,41
830,5/26/2025,,20,42.3,2.7,15.4,0.2,7.2,37
830,5/27/2025,,18.8,42.3,2.5,16.6,2.1,8.2,35
830,5/28/2025,,17.6,42.3,1,15.6,0.9,7.7,34
830,5/29/2025,,16.5,42.3,2.2,16.8,0.1,7.7,30
830,5/30/2025,,15.1,42.3,6.1,19.2,2.2,10.3,28
830,5/31/2025,,13.8,42.3,3.4,18.1,1.8,9.3,25
830,6/1/2025,,12.4,42.3,5,20.6,2.8,11,22
830,6/2/2025,,11,42.3,1.5,17.3,1.5,9.7,20
830,6/3/2025,,9.9,42.3,-1.4,10.3,-1.4,4.9,18
830,6/4/2025,,8.9,42.3,-0.6,10.8,-2.5,4.7,16
830,6/5/2025,,7.7,42.3,0.8,11.2,-2.4,4.8,13
830,6/6/2025,,6.5,42.3,1,12.8,-0.5,6.4,12
830,6/7/2025,,5.2,42.3,4.3,15.2,-0.3,8.1,9
830,6/8/2025,,3.5,42.3,5.4,18.3,3,10.9,7
830,6/9/2025,,1.8,42.3,5.8,20.8,3.7,12.5,3
830,6/10/2025,,0.8,42.3,6.6,22.1,4.6,13.9,2
830,6/11/2025,,0,42.3,7.2,21.5,5.2,13.8,0
830,6/12/2025,,0,42.5,4.4,15.3,4.4,9.7,0
830,6/13/2025,,0,42.5,4.2,18.3,2.7,10.6,0
830,6/14/2025,,0,42.5,5.2,17.5,3.4,10.7,0
830,6/15/2025,,0,42.5,5.6,17.4,3.2,10.9,0
830,6/16/2025,,0,42.5,4.9,18.8,4.6,11.9,0
830,6/17/2025,,0,42.5,5.6,19.4,3.6,11.6,0
830,6/18/2025,,0,42.5,6.5,17.7,3.4,11.5,0
830,6/19/2025,,0,42.5,7,20,3.5,12.8,0
830,6/20/2025,,0,42.5,9.4,23,5.5,14.9,0
830,6/21/2025,,0,42.7,-0.7,12.7,-1.3,5.8,0
830,6/22/2025,,0,42.7,0,6.5,-3.5,1.6,0
830,6/23/2025,,0,42.7,-1.5,5.5,-1.6,0.9,0
830,6/24/2025,,0,42.7,1,11.7,-2.6,4.7,0
830,6/25/2025,,0,42.7,3.2,16.8,-0.7,8.9,0
830,6/26/2025,,0,42.7,11.4,19.9,3.1,12.9,0
830,6/27/2025,,0,42.7,8.4,19.2,7.7,13.3,0
830,6/28/2025,,0,42.7,8.1,18.8,6.1,12.9,0
830,6/29/2025,,0,42.7,5,17.9,5,11.5,0
830,6/30/2025,,0,42.7,7,20.9,3.5,12.7,0
830,7/1/2025,,0,42.7,10,24.1,6.1,15.7,0
830,7/2/2025,,0,42.7,15.8,26.4,9,18.6,0
830,7/3/2025,,0,42.7,13,24.7,13,18.4,0
830,7/4/2025,,0,42.7,13.6,22.5,9.2,16.4,0
830,7/5/2025,,0,43.3,3.4,13.6,3.4,9,0
830,7/6/2025,,0,43.3,3,15.9,2.2,9,0
830,7/7/2025,,0,43.3,5.5,19.3,2,11.3,0
830,7/8/2025,,0,43.3,8.4,21.7,4.2,13.6,0
830,7/9/2025,,0,43.3,10.3,26.1,6.4,16.8,0
830,7/10/2025,,0,43.3,7.4,25.3,7.4,16.5,0
830,7/11/2025,,0,43.3,10.8,19.7,6.7,14,0
830,7/12/2025,,0,43.3,7.3,21.6,5.9,14.1,0
830,7/13/2025,,0,43.3,9.7,22.8,5.2,14.9,0
830,7/14/2025,,0,43.3,11.3,25.3,7.1,16.8,0
830,7/15/2025,,0,43.3,10.6,24.9,8.6,17.1,0
830,7/16/2025,,0,43.3,7,23.3,6.9,15.6,0
830,7/17/2025,,0,43.4,7.3,21.7,4.1,12.5,0
830,7/18/2025,,0,43.4,10.7,23.4,7.1,16.1,0
830,7/19/2025,,0,43.4,10.3,24.2,8.5,16.6,0
830,7/20/2025,,0,43.4,9.1,18.4,7.4,13.6,0
830,7/21/2025,,0,43.4,7.1,19.8,6.9,13.5,0
830,7/22/2025,,0,43.4,7,18.8,6.1,11.8,0
830,7/23/2025,,0,43.4,4.7,17.9,4.7,11.4,0
830,7/24/2025,,0,43.4,4.8,19.5,3.2,11.3,0
830,7/25/2025,,0,43.4,9.3,21.4,4.4,13.3,0
830,7/26/2025,,0,43.4,7.9,22.6,6.5,14.6,0
830,7/27/2025,,0,43.4,7.2,23.2,5.4,14,0
830,7/28/2025,,0,43.4,8,21.7,5,13.9,0
830,7/29/2025,,0,43.4,11.7,23,6.4,15,0
830,7/30/2025,,0,43.4,9.8,24.8,8.4,15.8,0
830,7/31/2025,,0,43.4,12.4,25.3,9.2,17,0
830,8/1/2025,,0,43.4,6.7,22.6,6.7,14.3,0
830,8/2/2025,,0,43.4,10.2,19.1,5.8,12.4,0
830,8/3/2025,,0,43.4,7,20.9,5.4,13.5,0
830,8/4/2025,,0,43.4,6.6,21.3,5,13.2,0
830,8/5/2025,,0,43.4,4.5,20.1,4.5,11.7,0
830,8/6/2025,,0,43.4,5.8,19.6,3,11.4,0
830,8/7/2025,,0,43.4,11.5,21.4,4.8,13.7,0
830,8/8/2025,,0,43.4,7.1,16.6,6.3,11.7,0
830,8/9/2025,,0,43.4,3.5,16.1,-0.2,9.1,0
830,8/10/2025,,0,43.4,5.6,18.3,2.9,11,0
830,8/11/2025,,0,43.4,8.6,21.2,3,13.1,0
830,8/12/2025,,0,43.4,9,22.9,4.8,14.6,0
830,8/13/2025,,0,43.4,12.3,25,7.5,16.5,0
830,8/14/2025,,0,43.4,10.6,24.6,10.5,17.5,0
830,8/15/2025,,0,43.4,7.7,23.1,7.5,14.8,0
830,8/16/2025,,0,43.4,8.3,23.1,6.2,14.4,0
830,8/17/2025,,0,43.4,8.2,21,8.2,14.8,0
830,8/18/2025,,0,43.4,9.4,19.1,5.8,11.9,0
830,8/19/2025,,0,43.4,12.3,23.1,8.7,15.6,0
830,8/20/2025,,0,43.4,11.1,25.7,8.4,17.3,0
830,8/21/2025,,0,43.4,7.8,24.8,7.8,15.9,0
830,8/22/2025,,0,43.4,5.8,22.6,5.7,13.6,0
830,8/23/2025,,0,43.4,10.1,24.6,3.6,14.3,0
830,8/24/2025,,0,43.4,10,25.9,7.4,16.3,0
830,8/25/2025,,0,43.4,12.1,22.1,8.2,15.5,0
830,8/26/2025,,0,43.4,11.8,18.2,11.1,13.9,0
830,8/27/2025,,0,44.6,9.9,19.7,9.8,12.9,0
830,8/28/2025,,0,45.4,9.1,11.7,8,9.9,0
830,8/29/2025,,0,45.4,5.5,17.2,5.5,11,0
830,8/30/2025,,0,45.4,5.4,18.9,4.6,11.5,0
830,8/31/2025,,0,45.4,5.9,20.1,4,11.4,0
830,9/1/2025,,0,45.4,12.4,21.4,5.3,14.2,0
830,9/2/2025,,0,45.4,10.4,24.1,10,16,0
830,9/3/2025,,0,45.4,9.6,24.6,9.5,16.2,0
830,9/4/2025,,0,45.4,11.1,24.3,9.2,16,0
830,9/5/2025,,0,45.4,8.3,22.6,8.3,14.9,0
830,9/6/2025,,0,45.5,7.5,21.4,7.1,13.4,0
830,9/7/2025,,0,45.5,6.7,16.6,6.3,10.5,0
830,9/8/2025,,0,45.5,4.1,19.6,4.1,11,0
830,9/9/2025,,0,45.5,9,18.7,3.5,10.6,0
830,9/10/2025,,0,45.5,7.1,17.4,5.2,11.1,0
830,9/11/2025,,0,45.5,6,16.5,5.2,10.8,0
830,9/12/2025,,0,45.6,1.9,14.6,1.9,7.4,0
830,9/13/2025,,0,45.6,1.7,13.2,0,7.2,0
830,9/14/2025,,0,45.6,2.5,14.9,0.5,7.1,0
830,9/15/2025,,0,45.6,1.8,15.4,1.1,7.9,0
830,9/16/2025,,0,45.6,1.7,11.9,0.3,5.6,0
830,9/17/2025,,0,45.6,2.8,15,-0.3,7,0
830,9/18/2025,,0,45.6,3.4,17.5,1.5,8.5,0
830,9/19/2025,,0,45.6,3.8,18,2,9.4,0
830,9/20/2025,,0,45.6,4.6,18.5,3.6,10.3,0
830,9/21/2025,,0,45.6,11,20.5,3.4,11.2,0
830,9/22/2025,,0,45.6,5.5,15.6,4.5,9.5,0
830,9/23/2025,,0,45.6,1.5,12.9,-1.4,5.6,0
830,9/24/2025,,0,45.6,5.3,15.3,-0.7,7.1,0
830,9/25/2025,,0,45.6,7.3,18.2,2.9,10.3,0
830,9/26/2025,,0,45.6,6.2,19.3,3,11.6,0
830,9/27/2025,,0,45.6,2.3,15.1,2.1,8.9,0
830,9/28/2025,,0,45.6,7.2,17,1.6,8.7,0
830,9/29/2025,,0,45.6,6.5,18.8,4.3,11.5,0
830,9/30/2025,,0.2,46.6,4.9,15.4,4.8,10,2
830,9/30/2025,23:59,-99.9,46.9,-99.9,-99.9,-99.9,-99.9,-99.9
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
     ,,,,,,,,,
