Sample_Name,Date_Time,Ca.µeq.L,DOC.mg.L
BW-34,4/5/1996 13:46,1112.8,0.71
BW-34,4/15/1996 10:42,1125.3,0.89
BW-34,4/16/1996 15:05,1112.8,0.56
BW-34,4/18/1996 11:18,1085.4,1.43
BW-34,4/21/1996 17:48,1030.5,1.79
BW-34,4/23/1996 17:20,1003,0.87
BW-34,4/25/1996 15:40,858.3,0.9
BW-34,5/9/1996 17:14,918.2,1.01
