Date,SWE_ST_mm_interp,z_s_ST_mm_interp,z_s_124b_mm,z_s_125_mm,z_s_jdt4_mm,z_s_jdt3_mm,z_s_jdt2_mm,z_s_jdt1_mm,z_s_jdt4b_mm,z_s_jdt3b_mm,z_s_jdt2b_mm,P_124b_mm,P_125_mm,P_jdt4_mm,P_jdt3_mm,P_jdt2_mm,P_jdt1_mm,P_jdt4b_mm,P_jdt3b_mm,P_jdt2b_mm,rain_124b_mm,rain_125_mm,rain_jdt4_mm,rain_jdt3_mm,rain_jdt2_mm,rain_jdt1_mm,rain_jdt4b_mm,rain_jdt3b_mm,rain_jdt2b_mm,SM__ST_2in,SM_ST_4in,SM_ST_8in,SM_ST_20in,SM_ST_40in,SM_124b_5cm,SM_124b_20cm,SM_124b_50cm,SM_124b_75cm,SM_124b_90cm,SM_jdt4_5cm,SM_jdt4_20cm,SM_jdt4_50cm,SM_jdt4_75cm,SM_jdt4_100cm,SM_jdt3_5cm,SM_jdt3_20cm,SM_jdt3_50cm,SM_jdt3_75cm,SM_jdt3_100cm,SM_jdt2_5cm,SM_jdt2_20cm,SM_jdt2_50cm,SM_jdt2_75cm,SM_jdt2_100cm,SM_jdt1_5cm,SM_jdt1_20cm,SM_jdt1_50cm,SM_jdt1_90cm,SM_jdt1_130cm,SM_jdt1_190cm,SM_jdt4b_5cm,SM_jdt4b_20cm,SM_jdt4b_35cm,SM_jdt4b_50cm,SM_jdt3b_5cm,SM_jdt3b_20cm,SM_jdt3b_35cm,SM_jdt3b_50cm,SM_jdt2b_5cm,SM_jdt2b_20cm,SM_jdt2b_35cm,SM_jdt2b_50cm,SM_jdt2b_75cm,Site Id,CP_ST_in,T_ST_C,RH_ST,es_ST_Pa,ea_ST_Pa,Td_ST_C,f_s_ST,P_ST_in,P_ST_mm,rain_ST_mm,rho,rho_fill,SWE_124b_mm,SWE_125_mm,SWE_jdt4_mm,SWE_jdt3_mm,SWE_jdt2_mm,SWE_jdt1_mm,SWE_jdt4b_mm,SWE_jdt3b_mm,SWE_jdt2b_mm,tau,dSWE_ST_mm_interp,dSWE_124b_mm,dSWE_125_mm,dSWE_jdt4_mm,dSWE_jdt3_mm,dSWE_jdt2_mm,dSWE_jdt1_mm,dSWE_jdt4b_mm,dSWE_jdt3b_mm,dSWE_jdt2b_mm,melt_jdt4_mm,melt_jdt3_mm,melt_jdt2_mm,melt_jdt1_mm,melt_125_mm,melt_124b_mm,melt_ST_mm,melt_jdt4b_mm,melt_jdt3b_mm,melt_jdt2b_mm,inst_melt_jdt4b_mm,inst_melt_jdt3b_mm,inst_melt_jdt2b_mm,SWI_ST_mm,SWI_124b_mm,SWI_125_mm,SWI_jdt4_mm,SWI_jdt3_mm,SWI_jdt2_mm,SWI_jdt1_mm,SWI_jdt4b_mm,SWI_jdt3b_mm,SWI_jdt2b_mm,Ta_ST_max,Ts_ST_max,Ta_124b_max,Ts_124b_max,Ta_jdt4_max,Ts_jdt4_max,Ta_jdt4b_max,Ts_jdt4b_max,Ta_jdt3_max,Ts_jdt3_max,Ta_jdt3b_max,Ts_jdt3b_max,Ta_jdt2_max,Ts_jdt2_max,Ta_jdt2b_max,Ts_jdt2b_max,Ta_jdt1_max,Ts_jdt1_max,Ta_125_max
2013-12-17,33.125833333333325,123.825,51.25,40.0,80.0,90.0,90.0,100.0,9.241666666666667,20.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43913043478261,21.617391304347827,22.652173913043477,17.095652173913045,12.5375,0.19387500000000002,0.293375,0.2859583333333333,0.24058333333333334,0.142,0.056625,0.13212500000000002,0.13925,0.11833333333333333,0.059875000000000005,0.097625,0.13220833333333334,0.18875,0.16358333333333333,0.08316666666666667,0.07725,0.15216666666666667,0.11816666666666666,0.10525,0.023139176666666667,0.10445833333333332,0.14691666666666667,0.12945833333333334,0.10575,0.104875,0.134,0.18007499999999999,0.18558333333333332,0.219375,0.14866666666666664,0.19724583333333334,0.19620833333333335,0.18329166666666666,0.15454166666666666,0.21441666666666667,0.2805,0.206,0.13225,0.127375,2029,3.9,4.9,34.0,866.524187471761,29461.822374039875,68.507555962038,0.0,0.0,0.0,0.0,0.26752136752136746,0.26752136752136746,13.710470085470082,10.700854700854698,21.401709401709397,24.076923076923073,24.076923076923073,26.752136752136746,2.4723433048433043,5.397243589743589,0.0,5.350427350427349,-0.7408333333333417,-1.6228632478632523,0.03418803418803229,0.06837606837606458,0.0769230769230731,0.0769230769230731,0.08547008547007806,0.03345441595441523,-0.45497863247863446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,8.9,-0.1,8.2,-1.1,7.4,6.5,7.4,-0.8,7.9,5.2,7.5,-0.6,6.9,3.9,7.4,-0.6,5.4
2013-12-18,33.44333333333333,101.6,51.666666666666664,40.0,80.0,90.0,90.0,100.0,9.875,19.945833333333333,0.0,0.1,0.0,0.07268470727031415,0.05531632502580739,0.038578380769798,0.016402448016516743,0.07300176965049403,0.05623433121958413,0.03921250553015784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.662499999999998,21.837500000000002,22.679166666666664,17.104166666666668,12.525,0.19579166666666667,0.2949583333333333,0.28491666666666665,0.241375,0.14141666666666666,0.05716666666666667,0.125875,0.13920833333333335,0.11866666666666666,0.06508333333333334,0.09754166666666668,0.12320833333333332,0.18908333333333335,0.16270833333333334,0.082875,0.07722916666666667,0.14916666666666667,0.11725000000000001,0.1055,0.024840626666666667,0.10458333333333332,0.14383333333333334,0.12841666666666665,0.10475,0.10425,0.1335,0.17639166666666664,0.18404166666666666,0.22024999999999997,0.14954166666666666,0.19390416666666666,0.19595833333333335,0.18325,0.15429166666666666,0.21141666666666667,0.2813333333333333,0.20745833333333333,0.13191666666666668,0.12804166666666666,2029,4.0,3.8,35.0,802.1463475804652,28075.122165316283,67.41354306839222,0.0,0.10000000000000009,2.5400000000000023,2.5400000000000023,0.3291666666666666,0.3291666666666666,17.00694444444444,13.166666666666664,26.33333333333333,29.624999999999993,29.624999999999993,32.91666666666666,3.250520833333333,6.565503472222221,0.0,6.583333333333332,0.31750000000000256,3.2964743589743577,2.465811965811966,4.931623931623932,5.54807692307692,5.54807692307692,6.164529914529911,0.7781775284900285,1.1682598824786323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5400000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,6.4,-0.2,7.0,-1.0,7.8,5.4,8.2,-0.8,8.9,5.0,6.5,-0.6,8.2,4.6,9.2,-0.5,9.3
2013-12-19,33.549166666666665,97.36666666666666,56.25,44.166666666666664,82.08333333333333,92.08333333333333,87.91666666666667,105.0,10.679166666666667,19.849999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.758333333333333,22.079166666666666,22.745833333333334,17.054166666666667,12.549999999999999,0.19608333333333336,0.29420833333333335,0.28462499999999996,0.24054166666666665,0.141,0.056875,0.12025000000000001,0.138875,0.12041666666666666,0.06629166666666667,0.09691666666666666,0.12079166666666667,0.18791666666666665,0.16316666666666668,0.083,0.07704166666666666,0.14841666666666667,0.11683333333333334,0.10358333333333332,0.02340384666666667,0.10479166666666666,0.14091666666666666,0.12754166666666666,0.10429166666666667,0.10441666666666666,0.13270833333333334,0.1733583333333333,0.1834583333333333,0.220625,0.15091666666666667,0.19080416666666666,0.19462500000000002,0.18429166666666666,0.15454166666666666,0.20825000000000002,0.28154166666666663,0.20804166666666665,0.134,0.1275,2029,4.0,2.5,99.0,731.5333646741526,72421.8031027411,90.45943687795423,0.0,0.0,0.0,0.0,0.34456521739130436,0.34456521739130436,19.38179347826087,15.218297101449275,28.2830615942029,31.72871376811594,30.293025362318843,36.17934782608696,3.6796693840579713,6.839619565217391,0.0,6.891304347826087,0.10583333333333655,2.3748490338164316,2.051630434782611,1.9497282608695699,2.1037137681159486,0.6680253623188506,3.2626811594203033,0.4291485507246384,0.27411609299517004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,0.1,-3.5,-0.2,-2.9,-1.0,-3.1,5.7,-2.9,-0.8,-2.8,5.1,-2.6,-0.5,-2.7,4.5,-2.2,-0.5,-1.9
2013-12-20,34.81916666666666,107.94999999999999,70.83333333333333,52.5,94.58333333333333,102.08333333333333,88.75,113.75,17.349999999999998,23.458333333333332,4.479166666666667,13.200000000000001,5.0,10.96014599616576,9.535938652116206,8.163427223123437,6.345000737354373,10.98614511134051,9.611215160005898,8.215425453472943,0.0,0.030000000000000006,0.005216481734815526,0.00969749745992783,0.014872165847820187,0.023022458843969276,0.0051430912154333775,0.009438000962757993,0.014660803396357967,19.3625,22.0,22.875,17.0625,12.545833333333334,0.17166666666666666,0.2937916666666666,0.284,0.24062499999999998,0.14095833333333332,0.05579166666666666,0.10120833333333333,0.13783333333333334,0.1185,0.07024999999999999,0.093875,0.11391666666666667,0.186625,0.163,0.083,0.07481249999999999,0.14320833333333333,0.11683333333333333,0.10333333333333333,0.022294753333333334,0.10049999999999999,0.12854166666666667,0.12762500000000002,0.10429166666666667,0.10304166666666666,0.13225,0.15625833333333333,0.18112499999999998,0.2197916666666667,0.15141666666666667,0.17148333333333332,0.19258333333333333,0.18433333333333332,0.15404166666666666,0.18670833333333334,0.28025,0.2087083333333333,0.13366666666666668,0.12895833333333334,2029,4.0,-7.1,55.0,358.68434699858517,19727.639084922186,59.63842761282183,0.0,0.0,0.0,0.0,0.3225490196078431,0.3225490196078431,22.847222222222218,16.933823529411764,30.507761437908492,32.92687908496732,28.626225490196074,36.689950980392155,5.596225490196077,7.566462418300652,1.444750816993464,6.450980392156862,1.269999999999996,3.465428743961347,1.715526427962489,2.2246998437055936,1.1981653168513766,-1.6667998721227697,0.5106031543051941,1.9165561061381058,0.7268428530832614,1.444750816993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.064445913986972,8.87493430595988,6.75601383308312,0.0,0.0,0.030000000000000006,0.005216481734815526,0.00969749745992783,0.014872165847820187,0.023022458843969276,9.069589005202406,8.884372306922637,6.770674636479478,0.3,0.1,-1.9,-0.5,-0.7,-1.3,-1.1,0.8,-0.5,-1.0,-0.5,0.55,-0.1,-0.8,0.2,0.3,0.8,-0.8,0.6
2013-12-21,40.3225,177.79999999999998,107.5,70.0,129.58333333333334,132.91666666666666,96.66666666666667,137.91666666666666,35.49583333333333,21.266666666666666,25.47083333333333,3.2,1.8,2.817585901784398,2.5744285503613034,2.340097330777172,2.0296342722312346,2.8220247751069163,2.5872806370741777,2.34897507742221,0.17900000000000002,1.171,0.5196553862461951,0.7090200135005118,0.8714735489206296,1.0564169936513255,0.5160016876794903,0.699541206611708,0.8656773568443499,20.175,21.704166666666666,22.912499999999998,17.09166666666667,12.512500000000001,0.15520833333333334,0.29175,0.2827916666666666,0.242,0.14045833333333332,0.057875,0.08729166666666666,0.13729166666666667,0.11874999999999998,0.07204166666666666,0.09649999999999999,0.11295833333333334,0.18591666666666665,0.16275,0.08316666666666667,0.07704166666666666,0.141625,0.11612499999999999,0.10245833333333333,0.022761076666666668,0.105,0.10404166666666666,0.12704166666666666,0.10354166666666666,0.10358333333333332,0.13216666666666668,0.161075,0.17858333333333332,0.217875,0.15125,0.17501666666666668,0.19175,0.18479166666666666,0.15433333333333332,0.18895833333333334,0.278625,0.20933333333333334,0.131875,0.12825,2029,4.3,-5.1,97.0,418.12553637572114,40558.17702844495,75.96425724723281,0.0,0.2999999999999998,7.619999999999995,7.619999999999995,0.22678571428571428,0.22678571428571428,24.379464285714285,15.875,29.38764880952381,30.14360119047619,21.922619047619047,31.27752976190476,8.049947916666666,4.82297619047619,5.7764211309523805,4.535714285714286,5.503333333333337,1.5322420634920668,-1.0588235294117645,-1.1201126283846818,-2.7832778944911283,-6.703606442577026,-5.412421218487395,2.4537224264705886,-2.7434862278244623,4.3316703139589166,0.0,0.0,6.703606442577026,5.412421218487395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619999999999995,0.17900000000000002,1.171,0.5196553862461951,0.7090200135005118,7.575079991497656,6.468838212138721,0.5160016876794903,0.699541206611708,0.8656773568443499,1.2,0.0,0.1,-0.2,1.2,-0.8,1.5,0.2,1.4,-0.5,2.5,-0.05,1.9,-0.4,2.6,-0.3,2.8,-0.2,3.4
2013-12-22,40.428333333333335,171.45,105.0,55.833333333333336,128.33333333333334,125.41666666666667,93.75,130.0,24.833333333333332,20.7,9.879166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.616666666666664,22.508333333333336,22.958333333333332,17.1125,12.5875,0.16491666666666668,0.29016666666666663,0.28329166666666666,0.24104166666666668,0.14033333333333334,0.06083333333333333,0.09404166666666668,0.13620833333333335,0.118875,0.07241666666666667,0.09995833333333333,0.11466666666666668,0.18604166666666666,0.16254166666666667,0.08354166666666667,0.08039583333333333,0.14179166666666668,0.11545833333333333,0.10166666666666667,0.024941453333333335,0.10804166666666666,0.12583333333333332,0.12816666666666668,0.103,0.10341666666666666,0.13233333333333333,0.1759666666666667,0.17970833333333333,0.21616666666666665,0.15220833333333333,0.19187916666666668,0.19083333333333333,0.18495833333333334,0.15529166666666666,0.20779166666666668,0.2779166666666667,0.21024999999999996,0.13266666666666668,0.128,2029,4.3,-0.1,86.0,606.5676012676197,52164.813709015296,82.09598538249159,0.0,0.0,0.0,0.0,0.2358024691358025,0.2358024691358025,24.759259259259263,13.165637860082306,30.26131687242799,29.573559670781897,22.106481481481485,30.654320987654323,5.855761316872428,4.881111111111111,2.3295318930041153,4.71604938271605,0.10583333333333655,0.3797949735449784,-2.709362139917694,0.87366806290418,-0.5700415196942927,0.18386243386243706,-0.6232087742504362,-2.1941865997942376,0.058134920634921095,-3.446889237948265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.2,-0.2,3.3,-0.6,2.8,2.3,3.5,-0.5,3.3,1.05,3.9,-0.4,3.7,-0.2,4.3,-0.2,4.5
2013-12-23,41.5925,120.64999999999999,100.83333333333333,40.416666666666664,121.875,128.33333333333334,87.5,122.91666666666667,12.991666666666667,22.0,7.379166666666666,0.9,0.4,0.7634235363515707,0.676581625129037,0.59289190384899,0.4820122400825837,0.7650088482524701,0.6811716560979206,0.5960625276507892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945833333333336,23.045833333333334,23.045833333333334,17.083333333333332,12.591666666666667,0.17120833333333332,0.28891666666666665,0.282125,0.24179166666666665,0.14008333333333334,0.06295833333333334,0.10458333333333332,0.13633333333333333,0.11737500000000001,0.07420833333333333,0.10341666666666666,0.11837500000000001,0.18541666666666667,0.163,0.083625,0.083125,0.144,0.11512499999999999,0.10108333333333334,0.023101366666666668,0.11079166666666666,0.13820833333333335,0.12775,0.10270833333333333,0.10433333333333333,0.13245833333333334,0.18315833333333334,0.18604166666666666,0.21920833333333334,0.15162499999999998,0.20574583333333332,0.196125,0.18470833333333334,0.15470833333333334,0.22833333333333336,0.2849583333333333,0.21224999999999997,0.13166666666666668,0.12870833333333334,2029,4.4,1.0,78.0,656.9241964592802,51240.08732382386,81.65230216312182,0.0,0.10000000000000053,2.5400000000000134,2.5400000000000134,0.3447368421052632,0.3447368421052632,34.7609649122807,13.93311403508772,42.01480263157895,44.241228070175445,30.164473684210527,42.37390350877193,4.478706140350877,7.58421052631579,2.5438706140350877,6.894736842105264,1.1641666666666666,10.001705653021435,0.7674761750054131,11.753485759150962,14.667668399393548,8.057992202729043,11.719582521117609,-1.3770551765215506,2.7030994152046786,0.2143387210309724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5400000000000134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,4.7,-0.2,6.2,-0.5,6.0,2.7,6.5,-0.3,6.6,2.3,6.5,-0.3,6.9,1.9,7.5,0.0,7.3
2013-12-24,38.946666666666665,53.04117647058823,91.25,24.166666666666668,110.0,120.0,60.0,110.0,8.608333333333333,20.783333333333335,8.404166666666667,3.8000000000000003,4.3,3.9365764636484295,4.023418374870963,4.10710809615101,4.217987759917416,3.9349911517475302,4.018828343902079,4.1039374723492115,3.7,4.0,3.781945878189058,3.834051024922578,3.884264857690606,3.95079265595045,3.780994691048518,3.8312970063412473,3.8823624834095267,22.8125,24.5,23.308333333333334,17.09166666666667,12.533333333333333,0.17533333333333334,0.28812499999999996,0.282,0.24170833333333333,0.14008333333333334,0.06237500000000001,0.114875,0.13608333333333333,0.11783333333333333,0.0755,0.10366666666666667,0.12079166666666667,0.18466666666666667,0.16225,0.08416666666666667,0.083125,0.17329166666666665,0.11566666666666668,0.10049999999999999,0.023340830000000003,0.11575,0.141,0.12625,0.103875,0.10454166666666666,0.13275,0.1890666666666667,0.18970833333333334,0.22383333333333333,0.15254166666666666,0.21028333333333335,0.20004166666666667,0.18570833333333334,0.154875,0.2315,0.298625,0.21525000000000002,0.13275,0.12858333333333336,2029,4.4,4.0,100.0,813.5273895707935,81352.73895707935,93.52970403342148,0.0,0.0,0.0,0.0,0.7342723004694836,0.7342723004694836,67.00234741784037,17.74491392801252,80.76995305164318,88.11267605633803,44.056338028169016,80.76995305164318,6.320860719874804,15.260625978090768,6.170946791862285,14.685446009389672,-2.6458333333333357,32.24138250555967,3.8117998929247996,38.75515042006423,43.871447986162586,13.891864343958488,38.39604954287125,1.8421545795239265,7.676415451774979,3.627076177827197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,4.0,3.781945878189058,3.834051024922578,3.884264857690606,3.95079265595045,3.780994691048518,3.8312970063412473,3.8823624834095267,1.4,0.0,3.9,-0.2,3.6,-0.5,3.3,6.5,3.8,-0.3,3.7,6.0,4.2,-0.2,4.2,5.5,4.7,0.0,6.6
2013-12-25,38.946666666666665,59.39117647058823,90.0,30.0,110.0,120.0,60.0,110.0,7.575,19.854166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.479166666666668,24.441666666666666,23.59166666666667,17.087500000000002,12.545833333333334,0.16925,0.2881666666666666,0.2810416666666667,0.24166666666666667,0.14004166666666665,0.05691666666666667,0.11495833333333333,0.13525,0.11858333333333333,0.07416666666666666,0.09570833333333334,0.11779166666666667,0.18404166666666666,0.16279166666666667,0.0825,0.07645833333333334,0.17345833333333335,0.11833333333333333,0.10125,0.022332563333333333,0.103375,0.14170833333333333,0.12533333333333332,0.10383333333333333,0.10433333333333333,0.13245833333333334,0.17645,0.19091666666666665,0.22866666666666668,0.1545,0.19507916666666666,0.19825,0.18600000000000003,0.155,0.2137083333333333,0.297625,0.22995833333333335,0.13312500000000002,0.128875,2029,4.4,-1.2,37.0,559.6550396092033,20707.23646554052,60.682699648698716,0.0,0.0,0.0,0.0,0.6557651991614256,0.6557651991614256,59.01886792452831,19.67295597484277,72.13417190775682,78.69182389937107,39.34591194968554,72.13417190775682,4.967421383647799,13.019671558350804,0.0,13.115303983228513,0.0,-7.9834794933120605,1.9280420468302495,-8.635781143886362,-9.420852156966959,-4.710426078483479,-8.635781143886362,-1.3534393362270052,-2.240954419739964,-6.170946791862285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.1,9.3,-0.3,5.4,-1.0,7.1,5.4,7.0,-0.8,6.1,4.6,3.5,-0.2,5.7,3.8,5.9,-0.4,5.3
2013-12-26,38.84083333333333,76.19999999999997,89.16666666666667,30.0,110.0,115.0,62.083333333333336,110.0,8.804166666666667,21.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77916666666667,23.791666666666668,23.71666666666667,17.095833333333335,12.495833333333332,0.15216666666666667,0.287375,0.28,0.24129166666666665,0.14025,0.05645833333333333,0.092125,0.13458333333333336,0.11829166666666667,0.07741666666666668,0.093375,0.10995833333333334,0.18270833333333333,0.16158333333333333,0.082625,0.075,0.16345833333333334,0.11825000000000001,0.09979166666666667,0.023970996666666664,0.09845833333333333,0.112375,0.12508333333333332,0.10404166666666666,0.10433333333333333,0.13225,0.17505833333333332,0.18929166666666666,0.22824999999999998,0.15679166666666666,0.1925916666666667,0.19741666666666668,0.1865,0.155375,0.210125,0.29633333333333334,0.23625,0.13354166666666667,0.12875,2029,4.4,2.1,60.0,710.9401060616395,42656.40636369837,77.17425952725662,0.0,0.0,0.0,0.0,0.5097222222222223,0.5097222222222223,45.45023148148149,15.29166666666667,56.06944444444445,58.618055555555564,31.645254629629637,56.06944444444445,4.487679398148149,10.90168402777778,0.0,10.194444444444446,-0.10583333333333655,-13.56863644304682,-4.381289308176099,-16.064727463312373,-20.07376834381551,-7.7006573200559,-16.064727463312373,-0.47974198549964964,-2.117987530573025,0.0,16.064727463312373,20.07376834381551,0.0,16.064727463312373,0.0,13.56863644304682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56863644304682,0.0,16.064727463312373,20.07376834381551,0.0,16.064727463312373,0.0,0.0,0.0,7.9,0.1,8.6,-0.4,7.2,-1.4,8.0,7.2,6.1,-1.4,6.7,6.0,4.3,-0.8,6.2,4.8,4.2,-1.4,5.0
2013-12-27,38.099999999999994,59.39117647058823,90.0,21.666666666666668,110.0,120.0,63.333333333333336,110.0,9.112499999999999,20.841666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.083333333333332,23.116666666666664,23.75,17.09166666666667,12.475,0.14895833333333333,0.28624999999999995,0.2784166666666667,0.24116666666666667,0.14008333333333334,0.05625,0.08091666666666666,0.134375,0.11725000000000001,0.07658333333333334,0.091625,0.10679166666666666,0.18158333333333332,0.161,0.0825,0.07383333333333332,0.14912499999999998,0.11704166666666667,0.10091666666666667,0.02359289666666667,0.096375,0.10049999999999999,0.12541666666666665,0.10412500000000001,0.10416666666666667,0.13120833333333334,0.17290833333333333,0.18800000000000003,0.22812500000000002,0.157625,0.19037083333333335,0.19541666666666668,0.18712499999999999,0.15570833333333334,0.20783333333333331,0.2947083333333333,0.239375,0.13475,0.12883333333333333,2029,4.4,3.1,39.0,763.4110587549173,29773.031291441777,68.74703982522126,0.0,0.0,0.0,0.0,0.6415094339622641,0.6415094339622641,57.73584905660377,13.89937106918239,70.56603773584905,76.98113207547169,40.62893081761006,70.56603773584905,5.845754716981131,13.37012578616352,0.0,12.830188679245282,-0.7408333333333346,12.28561757512228,-1.3922955974842797,14.4965932914046,18.363076519916127,8.983676187980425,14.4965932914046,1.3580753188329817,2.4684417583857403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.1,8.3,-0.5,5.7,-1.4,5.3,4.6,5.9,-1.4,5.9,3.65,6.4,-1.2,5.7,2.7,6.0,-1.4,4.4
2013-12-28,38.73499999999999,64.5390909090909,90.0,12.916666666666666,110.0,120.0,60.0,110.0,14.170833333333334,20.770833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.629166666666666,22.662499999999998,23.7,17.1125,12.508333333333333,0.14954166666666666,0.28462499999999996,0.2785416666666667,0.24108333333333332,0.139875,0.057625,0.07633333333333332,0.13412500000000002,0.11704166666666667,0.076375,0.09216666666666666,0.106,0.18204166666666666,0.16037500000000002,0.08258333333333333,0.07491666666666667,0.13475,0.11645833333333333,0.10016666666666667,0.023542483333333333,0.096125,0.09966666666666667,0.12479166666666668,0.10416666666666667,0.10491666666666666,0.13112500000000002,0.17158333333333334,0.18670833333333334,0.22741666666666668,0.15875,0.18877083333333333,0.19491666666666665,0.18795833333333334,0.15520833333333334,0.20595833333333333,0.2935,0.240125,0.13429166666666667,0.1285,2029,4.4,1.9,49.0,700.8368022132773,34341.00330845059,72.03771714959016,0.0,0.0,0.0,0.0,0.6001788908765653,0.6001788908765653,54.01610017889087,7.7523106738223015,66.01967799642217,72.02146690518784,36.01073345259392,66.01967799642217,8.50503503279666,12.46621571258199,0.0,12.003577817531305,0.634999999999998,-3.7197488777128953,-6.147060395360088,-4.546359739426876,-4.959665170283856,-4.618197365016144,-4.546359739426876,2.65928031581553,-0.90391007358153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2.7,-0.5,4.0,-1.4,3.4,6.6,4.2,-1.3,3.7,5.8,4.8,-1.2,3.6,5.0,4.6,-1.4,3.7
2013-12-29,37.994166666666665,54.85546218487394,90.0,2.6666666666666665,110.0,120.0,60.0,110.0,14.487499999999999,21.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.166666666666668,22.020833333333332,23.650000000000002,17.083333333333332,12.466666666666667,0.11583333333333333,0.28333333333333327,0.27916666666666673,0.241,0.14008333333333334,0.05495833333333333,0.0755,0.13279166666666667,0.11608333333333333,0.0755,0.08579166666666667,0.10275,0.18191666666666664,0.16083333333333336,0.083625,0.07047916666666666,0.10529166666666667,0.115375,0.10108333333333334,0.023290416666666664,0.09266666666666667,0.099875,0.12474999999999999,0.10362500000000001,0.1045,0.131,0.16663333333333333,0.18537499999999998,0.22620833333333334,0.15804166666666666,0.18312916666666668,0.19466666666666668,0.18879166666666666,0.15562499999999999,0.19962500000000002,0.2909583333333333,0.24058333333333334,0.132,0.12891666666666668,2029,4.4,-1.1,79.0,563.7829603981269,44538.853871452025,78.21765426404573,0.0,0.0,0.0,0.0,0.6926232166018159,0.6926232166018159,62.33608949416343,1.846995244271509,76.18855382619975,83.1147859922179,41.55739299610895,76.18855382619975,10.034378850518808,15.116501702334633,0.0,13.852464332036318,-0.7408333333333275,8.319989315272558,-5.905315429550793,10.168875829777576,11.093319087030068,5.546659543515034,10.168875829777576,1.5293438177221468,2.6502859897526427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.5,-0.8,3.1,-1.6,3.6,4.4,3.1,-1.7,4.3,3.4,2.9,-2.0,4.2,2.4,3.7,-2.1,5.2
